Ensemble_ID	NOM_1	NOM_2	OSF_1	OSF_2	OSCC_1	OSCC_2
ENSG00000158748	14	8	2	6	39	7
ENSG00000162542	861	476	352	576	515	137
ENSG00000178828	0	0	0	0	20	3
ENSG00000235434	0	0	0	0	1	0
ENSG00000169914	512	845	671	1319	912	334
ENSG00000188784	0	0	0	0	9	14
ENSG00000242688	0	0	0	0	6	2
ENSG00000188257	249	212	469	4	46	11
ENSG00000127472	40	39	39	2	40	11
ENSG00000117215	6	0	2	0	42	14
ENSG00000158786	0	12	6	79	491	97
ENSG00000227066	14	4	6	2	50	26
ENSG00000187980	0	0	0	6	56	17
ENSG00000225986	1	0	6	9	6	0
ENSG00000162543	58	181	119	187	394	35
ENSG00000228105	0	0	0	0	2	7
ENSG00000158816	72	4	0	20	101	37
ENSG00000226664	2	0	0	0	3	3
ENSG00000236963	0	0	0	2	52	17
ENSG00000226487	0	0	0	0	5	1
ENSG00000162545	1039	280	267	2370	357	137
ENSG00000090432	1046	1348	1528	2297	2386	1121
ENSG00000215520	0	0	0	0	2	7
ENSG00000183114	12	30	62	16	20	26
ENSG00000158825	339	930	1001	605	729	1225
ENSG00000158828	1357	2606	3341	1756	1758	619
ENSG00000117242	88	183	118	120	145	75
ENSG00000257033	0	0	0	0	0	0
ENSG00000244038	3825	3869	4203	13007	8560	3655
ENSG00000117245	58	48	78	354	114	59
ENSG00000235432	0	0	0	3	16	6
ENSG00000189410	18	17	49	2186	914	292
ENSG00000233069	0	4	0	9	15	4
ENSG00000127483	5738	6768	5574	9795	7722	3641
ENSG00000203394	0	0	0	0	0	0
ENSG00000075151	3392	4191	4919	4331	5136	3123
ENSG00000251914	0	0	0	2	1	2
ENSG00000221808	0	7	7	8	4	7
ENSG00000233072	10	4	16	18	16	23
ENSG00000236073	4	6	4	4	10	5
ENSG00000235112	4	3	8	17	17	9
ENSG00000266867	5	27	23	37	26	14
ENSG00000117298	1947	1926	2266	5929	3011	1018
ENSG00000236936	10	12	10	22	22	1
ENSG00000231105	7	10	14	28	36	12
ENSG00000236216	0	0	2	8	10	3
ENSG00000228823	0	0	0	2	3	3
ENSG00000236009	0	2	0	0	8	0
ENSG00000227001	0	3	10	24	49	12
ENSG00000187952	33	8	14	3	21	36
ENSG00000186543	0	0	0	5	20	5
ENSG00000142794	345	194	248	285	444	126
ENSG00000176378	0	0	0	0	0	0
ENSG00000162551	133	144	457	290	361	56
ENSG00000233431	0	0	0	0	12	2
ENSG00000221781	0	0	0	2	4	0
ENSG00000076864	686	309	160	270	1271	377
ENSG00000090686	2073	2404	2606	3482	3244	1657
ENSG00000231978	3	2	4	10	6	1
ENSG00000187942	48	64	60	31	30	14
ENSG00000142798	8070	9683	12884	32706	11505	4718
ENSG00000232037	4	10	0	19	15	6
ENSG00000219073	0	0	2	6	14	2
ENSG00000264385	0	0	0	0	2	0
ENSG00000263991	0	0	0	0	1	0
ENSG00000201919	0	0	0	0	0	0
ENSG00000142789	0	0	0	8	24	13
ENSG00000263582	0	0	0	0	2	0
ENSG00000263929	0	0	0	0	0	1
ENSG00000201273	0	0	0	0	0	0
ENSG00000228397	0	0	2	6	9	0
ENSG00000218510	135	226	185	205	422	122
ENSG00000070831	8223	10282	8974	14767	18497	10654
ENSG00000230068	33	17	31	76	18	9
ENSG00000271428	28	4	24	60	43	28
ENSG00000271840	20	53	25	50	50	20
ENSG00000162552	1816	1709	899	860	2250	1211
ENSG00000266564	0	0	0	0	10	8
ENSG00000234397	0	0	0	0	3	4
ENSG00000184677	1996	1533	1863	2395	2007	939
ENSG00000237200	4	6	11	10	4	4
ENSG00000070886	0	0	2	19	91	44
ENSG00000173372	519	1614	771	1393	954	127
ENSG00000159189	867	1399	1329	1940	1525	192
ENSG00000173369	664	1160	1047	1680	1199	196
ENSG00000133216	83	143	450	1762	1703	100
ENSG00000265422	0	0	2	0	8	0
ENSG00000216157	0	0	0	0	1	0
ENSG00000225952	0	0	0	14	13	1
ENSG00000264014	0	0	0	0	0	0
ENSG00000272796	4	6	12	22	59	10
ENSG00000215906	0	0	0	2	19	22
ENSG00000227868	0	4	2	2	19	1
ENSG00000004487	2349	3455	3770	6568	7314	3178
ENSG00000240553	12	9	8	36	15	7
ENSG00000263793	0	1	1	2	3	0
ENSG00000266802	1	2	4	0	3	0
ENSG00000169641	2171	3191	1879	10318	5705	3416
ENSG00000229010	26	14	9	97	26	4
ENSG00000206935	2	1	2	9	6	0
ENSG00000252578	2	4	2	7	7	6
ENSG00000179546	0	0	2	25	60	13
ENSG00000215381	0	0	0	0	23	1
ENSG00000261326	171	98	126	671	358	78
ENSG00000125944	4280	4991	4532	7843	6450	3957
ENSG00000125945	2147	1694	2171	2795	2696	958
ENSG00000249087	119	109	161	173	92	32
ENSG00000201405	0	0	0	0	0	0
ENSG00000271420	10	15	23	3	0	0
ENSG00000204219	1176	2656	4840	422	162	179
ENSG00000232482	2	2	8	4	3	0
ENSG00000088280	2058	1886	2451	4181	1174	305
ENSG00000007968	1013	457	503	373	333	165
ENSG00000235052	2	0	3	2	9	4
ENSG00000117318	721	655	988	1289	415	379
ENSG00000197880	0	0	2	5	42	14
ENSG00000229239	0	0	0	0	7	8
ENSG00000142676	23436	25594	22683	20493	23440	14680
ENSG00000203589	14	2	4	27	12	8
ENSG00000244609	4	0	2	2	0	0
ENSG00000011007	2584	2914	2382	3458	3648	1943
ENSG00000236810	28	12	12	38	38	19
ENSG00000057757	1613	2518	2144	2098	1545	1241
ENSG00000011009	1845	1828	1981	3485	4086	1414
ENSG00000117308	1672	836	801	2542	1312	476
ENSG00000117305	1033	782	1031	994	1871	475
ENSG00000179163	656	875	840	840	735	161
ENSG00000188822	8	9	0	8	43	18
ENSG00000264347	0	0	0	0	2	1
ENSG00000238538	0	0	0	0	0	0
ENSG00000229106	0	2	0	0	11	6
ENSG00000232557	0	0	0	0	1	1
ENSG00000264926	0	0	0	0	0	0
ENSG00000230228	2	0	0	0	2	0
ENSG00000189266	158	317	185	802	578	265
ENSG00000188529	168	445	116	152	274	230
ENSG00000215905	0	0	0	0	0	0
ENSG00000225315	0	4	13	0	8	2
ENSG00000142661	27	10227	19927	612	333	566
ENSG00000230703	0	11	23	0	6	0
ENSG00000142677	707	537	727	416	773	344
ENSG00000185436	222	400	347	329	840	421
ENSG00000230023	2	1	0	12	18	2
ENSG00000221032	0	0	0	0	0	0
ENSG00000266511	0	0	0	0	3	1
ENSG00000232298	57	24	26	67	43	23
ENSG00000158055	4923	4536	2256	633	1507	1777
ENSG00000001460	316	351	225	1069	608	720
ENSG00000001461	2368	1926	1386	5679	2217	876
ENSG00000117602	2047	1922	1749	1522	1977	1697
ENSG00000266551	0	0	1	3	3	0
ENSG00000264443	0	0	0	1	5	4
ENSG00000184454	30	10	48	55	59	10
ENSG00000227312	0	0	0	0	8	0
ENSG00000239106	0	0	0	0	1	0
ENSG00000133226	3403	4407	3589	6010	3561	2229
ENSG00000238986	4	3	0	2	2	0
ENSG00000169504	2424	5083	5678	18022	10807	5553
ENSG00000238482	0	12	2	12	12	2
ENSG00000020633	344	253	169	623	224	52
ENSG00000229162	4	2	3	24	27	2
ENSG00000261025	0	2	2	13	36	12
ENSG00000264371	0	0	0	0	1	0
ENSG00000233755	4	5	0	0	12	0
ENSG00000233419	0	0	0	0	11	8
ENSG00000231953	0	2	0	0	6	0
ENSG00000117614	1173	1502	1349	1540	1985	710
ENSG00000117616	2760	1713	2808	3817	1570	996
ENSG00000272432	8	12	4	7	16	13
ENSG00000261349	8	8	6	12	14	0
ENSG00000187010	27	37	21	14	67	12
ENSG00000224183	16	34	33	28	44	17
ENSG00000259984	2	0	1	8	0	0
ENSG00000183726	2276	2616	2390	5107	3769	2036
ENSG00000252515	0	4	0	6	4	2
ENSG00000238889	3	4	1	2	4	2
ENSG00000188672	49	29	26	93	45	16
ENSG00000238084	6	13	6	7	19	8
ENSG00000266468	0	0	0	0	0	0
ENSG00000204178	2083	2913	1835	2682	2262	1406
ENSG00000157978	883	644	731	1669	1078	475
ENSG00000225643	4	12	2	14	8	3
ENSG00000117643	537	651	625	80	181	57
ENSG00000233478	12	4	2	10	27	5
ENSG00000162430	1253	1337	1931	2649	1046	361
ENSG00000255054	0	0	0	0	0	0
ENSG00000228172	7	5	3	8	3	2
ENSG00000117640	663	1067	1567	411	598	219
ENSG00000223474	17	22	14	5	15	7
ENSG00000272478	0	0	0	2	2	0
ENSG00000127423	67	55	81	420	239	168
ENSG00000236528	2	0	2	2	2	0
ENSG00000182749	1532	840	808	1048	991	337
ENSG00000207302	0	0	0	0	3	0
ENSG00000117632	1226	863	775	4190	2279	713
ENSG00000229786	2	0	0	2	5	0
ENSG00000223624	0	0	0	4	2	1
ENSG00000264021	0	0	0	0	0	0
ENSG00000266763	0	0	0	0	2	1
ENSG00000158006	759	550	756	671	1601	410
ENSG00000207237	2	4	0	0	4	0
ENSG00000252190	0	0	0	0	3	1
ENSG00000252691	0	0	0	0	2	0
ENSG00000158008	8	367	1376	17	82	20
ENSG00000158014	0	92	68	11	44	26
ENSG00000158022	18	6224	1721	12	53	29
ENSG00000265320	0	0	0	0	3	0
ENSG00000175087	718	743	791	350	1023	298
ENSG00000197245	179	230	237	32	27	20
ENSG00000142684	3	5	2	16	19	4
ENSG00000236782	0	9	9	0	8	2
ENSG00000142675	974	663	622	1186	726	482
ENSG00000188782	2	6	2	5	41	23
ENSG00000236155	2	4	26	8	60	12
ENSG00000130695	806	1296	2335	1576	1699	661
ENSG00000270733	16	2	26	4	5	2
ENSG00000142669	4798	4319	3874	7143	6678	3873
ENSG00000158062	460	505	436	521	633	159
ENSG00000169442	147	99	76	90	66	15
ENSG00000176092	7806	5687	3546	2109	3094	2303
ENSG00000225854	26	18	8	6	15	5
ENSG00000265143	16	4	0	0	10	4
ENSG00000176083	45	15	16	13	44	1
ENSG00000131914	2	2	2	15	61	18
ENSG00000117682	1517	1215	1208	1519	2884	906
ENSG00000223583	12	4	6	19	20	12
ENSG00000225891	22	20	13	23	23	16
ENSG00000198830	4639	4642	5123	6295	8934	2419
ENSG00000224129	0	0	0	0	5	2
ENSG00000117676	1026	1240	960	7092	1899	1443
ENSG00000238705	0	0	0	0	0	0
ENSG00000243905	0	0	0	0	2	2
ENSG00000252802	0	0	0	0	0	0
ENSG00000229247	0	0	0	0	3	1
ENSG00000238316	0	0	0	0	6	0
ENSG00000235069	0	0	0	0	0	0
ENSG00000260063	24	48	24	14	70	24
ENSG00000117713	4659	4014	3185	5466	3294	2076
ENSG00000266138	14	7	6	12	4	6
ENSG00000060642	434	371	481	713	1058	306
ENSG00000241188	0	4	0	0	4	1
ENSG00000204160	1277	1583	934	1512	2290	1135
ENSG00000175793	43344	75738	54130	56215	142904	115670
ENSG00000226698	0	0	0	0	0	0
ENSG00000142751	606	718	749	1390	1248	504
ENSG00000198746	358	510	498	679	697	433
ENSG00000090273	1812	1743	1961	2745	2250	1040
ENSG00000131910	0	2	2	2	11	6
ENSG00000175707	438	344	273	796	619	405
ENSG00000172746	0	0	3	2	8	2
ENSG00000224064	4	0	2	4	9	14
ENSG00000225294	0	0	0	4	8	0
ENSG00000253368	153	336	415	1731	575	167
ENSG00000158246	5465	12329	6716	4183	819	3286
ENSG00000090020	945	851	796	4279	1738	1234
ENSG00000229985	0	0	2	0	6	1
ENSG00000214973	22	11	14	4	38	11
ENSG00000225159	46	61	26	62	84	32
ENSG00000225990	0	0	0	0	2	1
ENSG00000224311	0	0	0	2	5	7
ENSG00000142784	1441	2011	2481	2095	1265	882
ENSG00000252098	5	2	0	4	0	1
ENSG00000243659	4	8	13	1	6	4
ENSG00000186501	946	802	865	939	1251	591
ENSG00000206888	11	0	4	0	3	0
ENSG00000241547	17	14	11	20	20	0
ENSG00000142765	5403	4136	2768	2657	4980	1440
ENSG00000142733	2671	3319	2218	2317	1673	1263
ENSG00000142748	6	34	16	32	90	20
ENSG00000174950	127	203	136	76	90	63
ENSG00000231207	0	0	0	2	9	2
ENSG00000181773	28	102	7	36	92	22
ENSG00000158195	14912	12658	7798	10242	11276	7107
ENSG00000241169	9	13	14	32	8	10
ENSG00000237429	2	24	12	10	9	4
ENSG00000126705	2743	2872	1975	1702	1057	746
ENSG00000000938	166	579	225	279	356	49
ENSG00000235912	148	151	218	102	164	55
ENSG00000233975	4	10	8	2	8	4
ENSG00000126709	642	1283	896	96204	9289	2803
ENSG00000225886	8	8	0	77	18	5
ENSG00000206767	0	0	0	0	2	2
ENSG00000226662	0	0	0	2	8	2
ENSG00000207095	0	0	0	0	0	0
ENSG00000009780	722	1017	1211	883	939	564
ENSG00000231344	12	0	6	4	14	9
ENSG00000230833	12	2	4	11	20	8
ENSG00000117758	2413	3198	1697	2040	1803	1072
ENSG00000269971	31	26	31	24	20	5
ENSG00000270031	6	18	10	6	11	5
ENSG00000223062	0	5	0	0	0	0
ENSG00000117751	1072	1398	1358	1885	1984	962
ENSG00000252947	16	39	21	42	32	61
ENSG00000268552	0	0	0	0	0	0
ENSG00000130775	312	703	404	1519	920	192
ENSG00000117748	679	969	1139	1072	1154	531
ENSG00000130768	36	28	48	123	71	18
ENSG00000227050	0	0	0	1	6	2
ENSG00000158156	226	229	303	328	258	35
ENSG00000158161	2089	1745	2140	2840	2657	1317
ENSG00000238231	9	6	4	9	9	9
ENSG00000240750	4	4	3	19	6	0
ENSG00000228589	163	169	214	237	303	100
ENSG00000228943	0	0	0	4	4	0
ENSG00000214812	0	0	0	2	14	3
ENSG00000253005	0	0	0	0	4	0
ENSG00000252429	0	0	3	4	0	0
ENSG00000169403	338	895	381	3857	1205	1273
ENSG00000126698	1453	1932	2148	2699	3617	1500
ENSG00000215902	2	1	1	0	5	0
ENSG00000269804	0	0	0	0	0	0
ENSG00000130770	1579	1541	2856	1948	2156	1108
ENSG00000270605	18	10	70	37	43	8
ENSG00000271398	0	0	6	5	4	5
ENSG00000130766	1084	1170	634	2246	1323	733
ENSG00000130772	583	481	725	905	1012	493
ENSG00000204138	4680	2786	2029	1908	1741	870
ENSG00000206779	10	4	1	9	16	0
ENSG00000229820	16	15	6	9	16	3
ENSG00000221216	16	0	3	1	3	0
ENSG00000180198	1154	723	891	1463	1644	849
ENSG00000242125	9107	22789	30263	23572	23104	27874
ENSG00000200087	8259	19169	27787	18583	20955	20725
ENSG00000238821	4	0	6	0	11	0
ENSG00000231468	6	10	7	21	21	3
ENSG00000180098	463	384	593	942	931	425
ENSG00000197989	894	824	963	1005	441	694
ENSG00000221539	32	23	18	13	5	26
ENSG00000120656	534	684	697	666	1209	663
ENSG00000188060	31	22	38	84	34	15
ENSG00000229388	8	21	41	11	24	11
ENSG00000270103	367	553	524	449	193	372
ENSG00000162419	774	852	609	638	642	472
ENSG00000252777	2	0	0	0	0	2
ENSG00000198492	3033	4216	3065	4085	4506	2731
ENSG00000116329	0	0	0	2	19	26
ENSG00000226852	0	0	0	0	27	8
ENSG00000233427	0	0	0	0	2	5
ENSG00000199756	0	0	0	2	2	3
ENSG00000159023	3020	2955	2858	2088	3690	1748
ENSG00000225616	11	5	3	4	7	3
ENSG00000206704	0	0	0	0	3	2
ENSG00000253304	158	79	124	873	392	34
ENSG00000225750	10	10	0	2	12	2
ENSG00000116350	2396	2613	2261	3014	1793	1096
ENSG00000227637	18	12	9	30	11	4
ENSG00000116353	500	760	907	694	795	355
ENSG00000237934	15	1	6	25	19	5
ENSG00000060656	548	374	1115	2061	639	264
ENSG00000221550	0	0	0	1	2	0
ENSG00000230523	0	0	0	2	26	17
ENSG00000266678	0	0	0	0	0	0
ENSG00000225011	0	0	0	0	15	5
ENSG00000221126	0	0	0	0	0	0
ENSG00000228176	0	0	0	1	13	1
ENSG00000222787	0	0	0	0	8	2
ENSG00000270927	0	0	0	0	11	0
ENSG00000233399	0	0	0	0	20	7
ENSG00000233372	0	0	0	0	8	3
ENSG00000231251	0	0	0	0	2	0
ENSG00000236335	0	0	0	2	4	9
ENSG00000231949	0	0	0	1	5	2
ENSG00000162510	8	4	7	18	57	20
ENSG00000186056	36	47	30	64	46	27
ENSG00000162511	1250	1920	1363	2061	2028	257
ENSG00000264773	0	4	8	0	4	2
ENSG00000229607	0	0	0	1	11	0
ENSG00000223382	0	6	10	7	23	6
ENSG00000222784	2	1	1	0	5	1
ENSG00000235143	0	0	0	6	14	14
ENSG00000162512	846	1162	1209	5246	1921	769
ENSG00000134644	4017	4676	3934	6134	5643	3582
ENSG00000200154	2	4	2	6	0	2
ENSG00000202107	2	5	3	18	6	5
ENSG00000200181	3	6	1	11	8	6
ENSG00000237329	10	12	18	20	23	14
ENSG00000232768	9	9	10	27	16	11
ENSG00000215900	0	0	0	0	3	1
ENSG00000225142	0	0	0	0	5	0
ENSG00000084628	38	103	66	19	145	30
ENSG00000060688	1068	842	1144	2075	1918	945
ENSG00000229447	3	3	15	11	13	2
ENSG00000121766	430	662	776	1230	1327	507
ENSG00000229044	0	2	8	0	7	2
ENSG00000121769	55	1037	3174	51	67	22
ENSG00000168528	2181	1003	1619	15082	8621	1634
ENSG00000268950	2	3	2	38	11	5
ENSG00000215899	4	0	0	0	8	4
ENSG00000206981	0	0	1	0	5	0
ENSG00000228682	38	2	0	15	40	11
ENSG00000223907	58	33	0	17	53	7
ENSG00000229167	4	2	0	36	12	2
ENSG00000142910	875	990	1792	14218	3957	416
ENSG00000121764	40	29	11	18	48	23
ENSG00000162517	1282	1517	1441	2137	3421	1457
ENSG00000235790	10	23	9	92	47	15
ENSG00000264078	2	3	7	6	2	2
ENSG00000084636	1219	2328	2268	30106	6173	4533
ENSG00000121753	40	46	55	519	228	140
ENSG00000266580	0	0	0	0	5	0
ENSG00000254545	0	0	0	8	3	4
ENSG00000134668	0	4	12	590	351	76
ENSG00000203620	0	1	2	2	20	4
ENSG00000269967	20	28	25	50	34	4
ENSG00000184007	3229	6097	7517	7892	5748	2885
ENSG00000212673	20	44	44	87	31	26
ENSG00000228634	25	27	36	72	11	21
ENSG00000121774	3161	3930	3353	6064	4224	3040
ENSG00000203325	7	12	14	27	21	6
ENSG00000121775	315	217	256	302	243	168
ENSG00000266203	0	2	0	2	3	0
ENSG00000025800	4415	6490	7236	8450	9547	3788
ENSG00000250135	0	0	0	0	0	0
ENSG00000084652	4470	3602	4380	7444	2067	2304
ENSG00000160050	81	192	185	130	84	58
ENSG00000224066	6	2	2	23	2	1
ENSG00000160051	93	46	83	153	146	27
ENSG00000222046	33	27	34	74	64	10
ENSG00000160055	232	128	149	407	324	142
ENSG00000084623	4306	4737	5436	6438	6902	3361
ENSG00000220785	219	224	281	167	123	39
ENSG00000183615	24	25	50	35	51	14
ENSG00000182866	334	80	135	342	123	44
ENSG00000252450	0	0	0	2	2	1
ENSG00000116478	3963	3505	4550	7380	10968	3591
ENSG00000175130	285	296	412	731	912	637
ENSG00000233775	0	2	0	0	16	6
ENSG00000162526	2	3	8	11	17	11
ENSG00000225828	36	61	27	63	35	5
ENSG00000160058	2025	2171	1792	2734	3000	1059
ENSG00000224333	0	2	0	0	12	0
ENSG00000270850	0	0	0	1	1	0
ENSG00000229259	0	0	0	2	12	2
ENSG00000263529	0	0	0	2	0	0
ENSG00000254553	0	0	0	2	5	0
ENSG00000273274	2	8	6	8	66	19
ENSG00000160062	207	550	284	254	448	172
ENSG00000176261	448	650	630	827	1263	351
ENSG00000200591	2	0	8	0	0	7
ENSG00000162521	2621	3620	3263	4214	4118	1826
ENSG00000162520	56	1094	2252	180	276	85
ENSG00000224409	2	10	2	10	55	9
ENSG00000162522	4461	3168	1963	6000	3634	2482
ENSG00000134684	1860	1872	2263	4010	3789	1282
ENSG00000116497	620	759	770	2085	1195	559
ENSG00000160097	96	3521	6174	34	59	13
ENSG00000121905	8	4	1	21	24	18
ENSG00000121900	788	565	499	1486	1264	668
ENSG00000221423	0	6	0	0	3	0
ENSG00000116514	1158	2470	1211	4814	4861	2291
ENSG00000267885	0	2	1	26	27	25
ENSG00000217644	2	2	1	2	16	1
ENSG00000239670	1	5	0	0	17	3
ENSG00000236065	6	16	20	29	25	16
ENSG00000004455	3458	4198	4221	7352	6999	3004
ENSG00000142920	78	78	100	241	223	40
ENSG00000116525	617	374	407	545	387	184
ENSG00000160094	502	413	462	463	282	115
ENSG00000270115	14	3	16	31	2	8
ENSG00000256142	0	0	0	0	0	0
ENSG00000184389	8	4	0	5	19	19
ENSG00000225313	9	31	26	75	38	9
ENSG00000134686	1283	3662	2184	5694	2044	1056
ENSG00000266239	4	9	3	10	0	0
ENSG00000222112	11	27	26	98	37	8
ENSG00000233246	12	8	2	17	12	8
ENSG00000221225	0	0	0	4	4	0
ENSG00000234512	0	0	0	8	19	10
ENSG00000121903	230	249	333	589	390	126
ENSG00000235907	2	0	8	1	19	2
ENSG00000121904	2	42	66	159	281	165
ENSG00000227000	0	0	0	0	9	1
ENSG00000176256	0	0	0	4	28	9
ENSG00000231163	0	0	0	0	40	9
ENSG00000201148	0	2	0	2	6	2
ENSG00000142698	2	4	0	2	20	13
ENSG00000221053	0	0	0	0	2	0
ENSG00000270241	0	0	0	0	2	8
ENSG00000207941	0	0	0	0	0	0
ENSG00000163866	746	944	947	1158	1389	672
ENSG00000189280	1741	2286	1879	2627	2966	2081
ENSG00000189433	47	83	66	124	349	312
ENSG00000255811	0	0	0	0	4	0
ENSG00000216162	0	0	0	0	5	4
ENSG00000188910	1768	3428	1641	8023	3926	3660
ENSG00000187513	106	88	284	68	118	33
ENSG00000230163	49	45	39	23	42	22
ENSG00000116544	12	31	22	17	80	59
ENSG00000252728	0	0	2	0	8	2
ENSG00000241014	49	53	48	79	59	36
ENSG00000271741	0	0	0	0	0	0
ENSG00000243749	0	0	0	1	5	0
ENSG00000163867	322	551	648	676	900	350
ENSG00000233940	4	4	13	0	8	0
ENSG00000197056	622	654	794	1705	1431	726
ENSG00000228348	0	2	0	2	6	2
ENSG00000116560	9820	14770	8719	23948	11745	7877
ENSG00000201868	0	0	0	0	4	0
ENSG00000263591	0	0	0	0	4	0
ENSG00000146463	2071	2830	2545	3302	3056	1307
ENSG00000240374	4	3	2	6	4	0
ENSG00000201542	0	0	8	9	0	2
ENSG00000229994	189	187	214	127	164	125
ENSG00000227409	5	16	29	16	5	2
ENSG00000202129	0	5	3	3	5	0
ENSG00000142687	2857	3430	3208	4146	3832	1665
ENSG00000236274	10	6	8	24	17	7
ENSG00000020129	577	828	902	937	1750	781
ENSG00000239636	15	12	11	19	19	7
ENSG00000116819	13	41	50	61	146	56
ENSG00000126067	1659	2184	2153	5067	4453	2404
ENSG00000239859	0	0	0	0	1	2
ENSG00000142686	168	520	623	611	1085	136
ENSG00000092853	252	134	301	1080	980	421
ENSG00000232335	0	0	0	0	1	0
ENSG00000134698	1142	1780	1447	1329	1273	630
ENSG00000092847	2899	2645	2578	2831	4011	1691
ENSG00000271164	2	0	0	0	10	8
ENSG00000271914	0	4	9	6	4	4
ENSG00000126070	1750	2716	2146	3897	2737	1424
ENSG00000271554	4	19	19	20	15	11
ENSG00000232862	0	0	0	4	9	6
ENSG00000092850	8	5	10	22	35	21
ENSG00000116863	1011	1103	1034	1290	1611	1024
ENSG00000171812	539	761	881	550	551	247
ENSG00000054116	1522	1596	1964	2948	3294	1858
ENSG00000116871	2447	9302	11553	14047	6120	7397
ENSG00000264592	0	0	2	2	4	0
ENSG00000054118	7884	11230	9737	11083	10734	6016
ENSG00000231849	9	8	4	6	2	0
ENSG00000214193	549	428	574	800	1046	1155
ENSG00000142694	215	155	269	558	204	167
ENSG00000116883	34	34	49	79	94	76
ENSG00000196182	3007	3662	2335	1869	1239	1004
ENSG00000181817	392	734	1002	994	1228	319
ENSG00000222821	0	0	0	0	4	0
ENSG00000116885	107	211	164	166	359	46
ENSG00000201448	18	15	26	10	14	5
ENSG00000116898	1053	1614	2058	2152	2794	919
ENSG00000119535	58	629	319	413	990	85
ENSG00000230214	0	0	0	0	2	1
ENSG00000234481	0	0	0	0	9	0
ENSG00000163873	15	46	48	20	115	30
ENSG00000264698	0	0	0	2	3	2
ENSG00000207328	0	0	0	0	1	0
ENSG00000223944	0	0	0	4	4	0
ENSG00000252368	0	0	0	0	0	1
ENSG00000230451	0	0	0	0	0	2
ENSG00000233621	102	227	156	427	464	301
ENSG00000163874	1011	4484	2075	4736	7280	4089
ENSG00000163875	1108	1306	1088	1676	2143	928
ENSG00000263675	10	6	2	19	9	4
ENSG00000163877	705	971	664	1003	1176	637
ENSG00000232273	9	17	7	12	25	7
ENSG00000237749	16	10	4	2	23	4
ENSG00000163879	97	130	139	38	81	43
ENSG00000134697	1767	2976	2255	4307	4647	2129
ENSG00000169218	42	31	22	8	30	33
ENSG00000116922	270	238	298	402	323	147
ENSG00000134690	332	126	242	1841	753	342
ENSG00000183317	40	28	10	21	116	40
ENSG00000200421	0	0	0	0	6	2
ENSG00000238871	0	0	0	0	0	0
ENSG00000214141	0	0	0	0	22	5
ENSG00000227416	0	0	0	0	0	2
ENSG00000185090	119	65	53	11	392	31
ENSG00000233728	0	0	0	0	0	0
ENSG00000196449	270	934	336	537	992	448
ENSG00000197982	646	1050	1332	1440	1970	583
ENSG00000188786	3654	3978	2639	2585	3282	1973
ENSG00000230610	3	2	4	4	4	2
ENSG00000235673	6	4	6	14	8	5
ENSG00000230955	0	0	0	0	0	0
ENSG00000204084	594	693	629	753	637	294
ENSG00000252448	2	4	6	2	5	2
ENSG00000222282	1	0	6	1	0	0
ENSG00000183431	2409	3530	2753	4155	4155	2109
ENSG00000212541	0	57	3	18	0	7
ENSG00000183386	146	2222	3375	632	153	123
ENSG00000183520	822	2030	2417	1990	1553	873
ENSG00000185668	248	365	962	434	1371	795
ENSG00000224592	28	3	29	39	61	25
ENSG00000223589	6	0	2	0	4	2
ENSG00000265596	2	0	0	0	4	2
ENSG00000237290	7	3	9	14	75	111
ENSG00000200796	0	0	0	0	2	3
ENSG00000238063	0	0	0	2	17	7
ENSG00000215895	15	1	8	16	33	3
ENSG00000116954	769	1186	1089	1832	2063	1557
ENSG00000228436	16	39	11	33	36	1
ENSG00000214114	498	476	466	660	633	313
ENSG00000131233	0	0	5	2	4	0
ENSG00000158315	866	462	627	482	504	344
ENSG00000199963	1	0	0	0	0	1
ENSG00000207466	0	0	0	0	3	2
ENSG00000235549	0	0	0	1	6	4
ENSG00000174574	1257	2010	1349	3630	1839	1409
ENSG00000168653	3608	4623	6386	5694	6758	2061
ENSG00000127603	17947	33382	31683	66595	72840	52490
ENSG00000206654	4	10	6	21	6	13
ENSG00000222378	0	12	5	16	27	15
ENSG00000270040	0	12	2	10	17	31
ENSG00000226438	4	11	9	26	15	15
ENSG00000217897	4	13	0	30	9	14
ENSG00000255103	938	1259	1552	997	667	394
ENSG00000183682	5	4	19	93	50	17
ENSG00000237624	0	13	6	3	22	10
ENSG00000182109	70	57	49	88	58	17
ENSG00000243970	27	34	39	34	17	4
ENSG00000090621	2517	8262	7354	3826	3588	1922
ENSG00000228060	24	34	14	51	23	2
ENSG00000201457	12	22	21	25	13	6
ENSG00000163909	138	231	232	314	237	91
ENSG00000225903	0	0	0	2	11	2
ENSG00000116981	8	593	1140	6	20	15
ENSG00000116983	4	215	48	17	81	32
ENSG00000084072	875	925	1072	1805	1783	687
ENSG00000225333	0	0	0	0	7	10
ENSG00000252413	0	0	0	0	0	0
ENSG00000116985	62	65	172	501	388	61
ENSG00000198754	0	8	6	24	5	11
ENSG00000261798	2	1	2	5	7	7
ENSG00000229213	0	0	0	0	2	0
ENSG00000043514	646	716	598	937	1124	498
ENSG00000202222	3	10	2	12	7	10
ENSG00000116990	2386	1846	1043	894	1230	961
ENSG00000236546	12	5	11	10	4	2
ENSG00000207356	0	0	0	0	0	0
ENSG00000168389	543	1255	349	1020	1167	697
ENSG00000228477	32	30	21	65	35	18
